"edrpou","name"
37573026,"УК у Баранiв.р-н/Баранiв.р-н/11011000"
37573026,"УК у Баранів.р-ні/м.Баранівка/11010100"
37573026,"УДКСУ у Бар. р-нi/м.Баранiвка/11010100"
37573026,"УКу Баранiвс р-нi/м.Баранiвка/11010100"
37573068,"Департамент комунальної власності та п"
37573094,"Департамент ОНМС Запорiзької МР"
37573513,"РА ЗМР по Ленінському району"
37573534,"РА ЗМР по Заводському району"
37573541,"РА ЗМР по Комунарському району"
37573707,"РА ЗМР по Жовтневому району"
37573780,"УПСЗН ЗМР по Шевченківському району"
37573796,"УПСЗН ЗМР по Ленінському району"
37573817,"УПСЗН ЗМР по Хортицькому району"
37573838,"УПСЗН ЗМР по Комунарському району"
37573843,"УПСЗН ЗМР по Жовтневому району"
37574302,"УПФУ у м.Котовськ та Котовському район"
37575332,"ТОВ ""Елвик"""
37580028,"КУ ""Могилiв-Подiльський РМЦ ПМСД"""
37580028,"ПАТ КБ""Приватбанк"""
37583261,"Фастівське УДКСУ"
37583261,"Фастівське ФСС НВВ (надходження)"
37583261,"Фастiвське УДКСУ"
37583261,"Фастівський міськрайоний центр зайнято"
37583261,"Фастiвський район бюджет КБК41035001"
37583261,"Фаст.УК/Фастiв/ 11010100"
37583261,"МБ м. Фастів"
37583261,"Фаст.УК/Фастiв/11011000"
37583261,"МБ м.Фастів 11010100"
37583261,"Фастiвський районний КБК 41035001"
37583261,"МБ Фастiвський район КБК 41035001"
37583261,"Фастівське УК/м.Фастів/22012500"
37583261,"Фастів УК/ВОЛИЦЬКА С/Р/ 31030000"
37583261,"ФАСТІВСЬКЕ УПРАВЛІННЯ ДЕРЖАВНОЇ КАЗНАЧ"
37583261,"Фастiвське УДКСУ в Київ обл"
37583411,"УДКС України у Новоархангельському рай"
37583411,"УДКСУ у Новоарх.р-нi-11010100"
37583411,"УДКСУ у Новоархангельському районi"
37583411,"УДКСУ у Новоарх. р-нi 11011000"
37583411,"УДКСУ у Новоархан. районi /11010100/"
37583411,"УК.у Н.Арх.р-нi/с.Вiльшанка/11010100"
37583411,"УК у Новоарх.районi 11011000"
37583411,"ГУДКУ у Кiровоградськiй обл."
37583411,"УК у Н-Ар.р-нi Новоарх.р-н."
37583411,"УДКСУ у Новоарханг районi/11011000"
37583411,"УК у Новоархан.р-нi /с.Кам'янече/11010"
37583411,"УК у Н.Арх. р-нi/с.Торговиця 11010100"
37583411,"УДКСУ в Новоархангельському р-нi"
37583411,"УК у Н-арх.р-нi/Новоарх.р-н/11011000"
37583411,"УДКСУ у Новоархангел районi/11010100"
37583411,"УДКСУ у Новоарх.районi 11010100"
37583411,"УК у Новоарх-му р-нi/11011000"
37583411,"УКу Н.-Арх.р-нi.с.Мар'янiвка 11010100"
37583411,"УК у Н.Арх р-нi с.Нерубайка 11010100"
37583411,"УДКСУ у Новоархангельс.р-нi/11010100"
37583411,"УДКСУ Новоарханг.р-н/11010100"
37583411,"УК у Н.Арх. р-нi/Новоарх. р-н/11011000"
37583411,"УДКСУ у Н-Архангельському районi 11011"
37583411,"УК у Н.Арханг р-нi/Новоарх. р-н/110110"
37583411,"УК у Н.Арх.р-нi- Новоарх.р-н/ 11011000"
37583411,"УКуН.Арх.р-нi/Новоарх.р-н/11011000"
37583411,"УДКСУ у  Новоарханг. р-нi  11010100"
37583411,"УК у Н.Арх.р-нi/Новоарх.р-н/ 11011000"
37583411,"УДКСУ у Новоарх. р-нi 11010100"
37583411,"УК у Н.Арх.р-нi /Новоарх.р-н./11011000"
37583411,"УК у Н.Арх. р-нi /с.Скалева/11010100"
37583411,"УДКСУ у Нов-му р-н/11010100"
37583411,"УК у Н.Арх.р-ні/с-ще Новоарх./22012500"
37583411,"УК у Н.Арх.р-ні/с-ще Новоарх./11010100"
37583411,"УК у Н.арх. р-нi/с-ще Новоарх/11010100"
37588671,"ТОВ ""ПРОЛАБ"""
37592012,"Самбірське КП ""Об'єднане"""
37592012,"СКП ""ОБ'ЄДНАНЕ"""
37592337,"ТОВ ""Полпродпостач"""
37592777,"НПП""Дермансько-Острозький"""
37592777,"НПП ""Дермансько-Острозький"""
37592837,"УК у Летичівському р-ні/ Летич. р-н/11"
37592837,"УКуЛетич.р-ні/Летичівськи р-н/22030001"
37592837,"УК у Летич. р-ні/Летич. р-н/41035001"
37592837,"УК у Летичів. р-ні /смт.Летичів/110101"
37592837,"УК у Летич.р-ні/смт Летичів/22012500"
37592837,"УК у Летич.р-н /Летич.р-ні/11011000"
37592837,"УК у Лет.р-ні/с.м.т.Летичів/11010100"
37592837,"УК у Летич.р-нi/смт Летичiв/22012500"
37592837,"УК у Летич.р-нi/Летичiв.р-н/11011000"
37592837,"УК у Летичiв.р-нi/смт.Летичiв/11010100"
37601752,"ГО СФППС В Тернопільській області"
37601752,"ГО СФ ППС в Тернопiльськiй областi"
37601752,"ГО ""СФ ППС в Терноп.обл."
37601752,"ГО СФ ППС в Тернопiльськiй обл."
37601752,"ГО ""СФ ППС в Тернопiльськiй областi"""
37601970,"УК у М-Курил.р-н/с.(Роздолiв./11010100"
37602329,"ПП Подiлляземiнвест"
37602533,"ТзОВ ""Велес Волинь"""
37606061,"ДНЗ ""Яблунька"""
37607526,"ГУДКСУ в Одеській області"
37607526,"УДКСУ в Одеській області Савранський р"
37607526,"ГУДКСУ в Одеській обл."
37607526,"ГУДКCУ в Од.обл./м.Одеса/14010300"
37607526,"ГУК в Од. обл./Од. обл./21081300"
37607526,"ГУДКCУ в Од.обл./м.Одеса/15010200"
37607526,"ГУДКCУ в Од.обл./м.Одеса/22200000"
37607526,"ГУДКСУ в Од.обл. Київ.р-н.21081300"
37607526,"ГУК в Одеськiй областi/кбк 21081300"
37607526,"ГУДКCУ в Од.обл./м.Одеса/15011100"
37607526,"ГУ ДКСУ в Одеськiй областi"
37607526,"ГУК в Од.обл/Одеська обл/21081300"
37607526,"ГУДКCУ в Од.обл./м.Одеса/14030800"
37607526,"ГУДКСУ в Од.обл.Сувор.р-н 22030001"
37607526,"ГУК в Одеськ. обл/Одеська обл/21081300"
37607526,"ГУДКCУ в Од.обл./м.Одеса/22110000"
37607526,"ГУДКСУ в Од обл, Од. обл, 21081300"
37607526,"ГУДКCУ в Од.обл./м.Одеса/15010500"
37607526,"ГУДКCУ в Од.обл./м.Одеса/15020100"
37607526,"ГУДКCУ в Од.обл./м.Одеса/15010100"
37607526,"ГУК в Од.обл./Од.область/21081300"
37607526,"ГУДКСУ в Од.обл./Одес.обл./21081300"
37607526,"ГУК в Од.обл./Одеська обл./41037000"
37607526,"ГУДКCУ в Од. обл./м.Одеса/14031600"
37607526,"ГУК в Одес.обл./Одес. обл./21081300"
37607526,"ГУК в Од.обл/Од.обл/21081300"
37607526,"ГУК в  Од.обл./Одеська обл./21081300"
37607526,"ГУК в Од.обл./Прим-кий р-н./21081300"
37607526,"ГУДКСУ в Од.обл./м.Одеса/14030400"
37607526,"ГУДКСУ в Одеськiй областi"
37607526,"ГУ ДКСУ в Одеській обл."
37607526,"ГУДКСУ В ОДЕСЬКIЙ ОБЛАСТI"
37607526,"ГУК в Од.обл./Одеська обл./21081300"
37610701,"ЦЗСВ"
37611401,"ТВО Ленінського району"
37611401,"ТВО Ленiнського району"
37611422,"ТВО Жовтневого району"
37611438,"ТВО Шевченківського району"
37611464,"ТВО Хортицького району"
37611464,"Тер.вiд.освiти,молодi та спорту Хорт.р"
37611616,"ТОВ ""Служба швидкого кредитування""ПАТК"
37611616,"ТОВ Служба швидкого кредитування"
37613922,"ПП ""Одесгазсервiс"""
37614376,"УДКСУ у Віньковецькому р-ні Хм.обл."
37614376,"УКу Віньков.рн/Віньк.р-н/22070000"
37614376,"УК у Віньк.р-ні/с.Петрашівка/11010100"
37614376,"УК у Віньк.р-н/Віньк.р-ні /41035000"
37614376,"УК у Вчньковецьк.р-нч/смт.Вчнькчвцч/11"
37614376,"УК у Вчньковецькому р-нч/Вчньков.р-н/1"
37614376,"Місцевий бюджет Віньковецького району"
37614376,"УК у Віньк.р-ні/Віноков.р-н/11011000"
37614376,"УК у Віньков. р-ні/смт.Віньк./11010100"
37614376,"УК у Вiньк.р-нi/с.Яснозiр`я/11010100"
37614376,"УК у Вiньков.р-нi /с. Говори11010100"
37614376,"УК у Віньковецькому районі / смт.Віньк"
37614376,"УК у Вiньков.р-н/11011000"
37614376,"УКуВiньков.р-нi/смт.Вiнькiвцi/11010100"
37614376,"УК у Віньк. р-ні /с.Грим`ячк/11010100"
37614376,"УК у Віньков.р-ні/Віньков р-н/11011000"
37614376,"УК у Вiньк. р-нi /с.Грим`ячк/11010100"
37614376,"УК у Віньков.р-ні/смт.Віньк/11010100"
37614376,"УК у Вiньков. р-нi (Вiньк.р-н)1101100"
37614376,"УК у Віньков.р-ні/Віньков.р-н/1101100"
37614376,"УК у Віньков. р-ні (Віньк.р-н)1101100"
37614376,"Ук у Вiньков. р-нi (Говори) 11010100"
37614376,"УКу Вiньковецьк.р-нi/с.Зоряне/11010101"
37614376,"УК у Вiньковецькому р-нi/11011000"
37614376,"УКуВiньков.р-нi/Вiньков.р-он/11011000"
37614376,"УК у Віньковецькому районі /Віньковець"
37618297,"ТзОВ ""Хлібна країна"""
37618318,"ПП ""Бокуд"""
37618365,"ТОВ ""Вiнпроектбуд"""
37619056,"ПП ""Агрохліб ЛХБ"""
37619070,"УДКСУ у Мурованокуриловецькому районі"
37619070,"УК у Мур.-Кур.р-н./смтМ.-Кур./41035003"
37619070,"УК у Мур-Кур р-н/УК Мур-Кур  11011000"
37619070,"УК у Мур.Кур.р-н/с.Роздолiвка/41035003"
37619070,"УК у Мур.-Курил.р-н/с.Снiткiв/11010100"
37619070,"УК у Мур-Кур.-р-н/Мур-Кур р-н/11011000"
37619070,"УК у Мур-Кур.р-н/Мур-Кур р-н 11011000"
37619070,"УК у М.-Курил.р-н/с.Курашiвцi/11010100"
37619070,"УК у Мур.Кур.р-нi/смт.М.-Кур./11010100"
37619070,"УКуМ-Кур.р.(Рiвненська с/р)11010100"
37619070,"УК у Мур-Кур.р-н/смт М-Кур/11010100"
37619070,"УК у Мур.-Кур.р-н/Мур-Кур р-н/11011000"
37619070,"УК у Мур.Кур.р-нi /11011000 /"
37619070,"УК у Мур-Кур.р-нi/Мур-Кур р-н/11011000"
37619070,"УК у Мур-Курил.р-н/с.Обухiв11010100"
37619070,"УК у Мур.Кур.р-н/смт.Мур.Кур./11011000"
37619070,"УК у Мур-Кур.р-н/Мур-Кур р-н/11011000"
37619070,"УК у Мур.Кур.р-н/смт.Мур.Кур./11010100"
37619070,"УК у Мур.Кур.р-нi/11010100/"
37619070,"УК у Мур-Кур.р-нi 11011000"
37619070,"УК у Мур-Кур.р-н/Мур-Кур.р-н/11011000"
37619070,"УК у М-Курил.р-нi /Мур.Кур.р/11011000"
37619070,"Ук у М-Курил.р-н/с.Петримани/11010100"
37619070,"УК у Мур.Кур.р-н/Мур.-Кур. р-н/1101100"
37619070,"УК у Мур.-Кур. р-н/смт М-Кур./11010100"
37619070,"УК у Мур.Кур.р-н/смт.М.Кур./11010100"
37619070,"УК у Мур-Кур. р-н/смтМ.Кур./11010100"
37619070,"УК у Мур.-Кур.р-н/Мур-Кур р-н/11010100"
37619070,"УДКСУ У МУР-КУР.Р.(МУР-КУР.С/РАДА )110"
37619070,"Ук у Мур-Кур р-н /Бахтин/11010100"
37619070,"УК у Мур-Кур./Мур-Кур.р./11011000"
37619070,"УК у М-Кур.р-н./с.Лучинчик/11010100"
37619070,"УКуМур-Кур.р-н\Мур-Кур.р-н\11011000"
37619070,"УКуМур.-Кур.р-нi\с.Жван\11010100"
37619070,"УК у М-Кур р-н /Лучинець с-р/11010100"
37619070,"УК у Мур.-Кур.р-н/смт.М-Кур./11010100"
37619070,"УК у Мур.Кур.р-нi/с.Морозiвка/11010100"
37619070,"УК у М-Кур.р-н./Мур-Кур.р-н/11011000"
37619070,"Ук у Мур-Кур р-н /Мур-Кур р-н/11011000"
37619070,"УК у Мур-Кур.р/Мур-Кур р-н./11011000"
37619070,"УК у  Мур.Кур.р./смт Мур.Кур./ 2201250"
37619070,"УК у Мур-Кур.р-н/с.Вербовець/11010100"
37619070,"УКу Мур-кур р-н(Наддн.с.р)11010100"
37619070,"УК у МУР-кур.р/с.Плоске/11010100"
37619070,"УК у Мур-Кур р-н/Мур-Кур р-н/11011000"
37621645,"ТОВ ""Фаун"""
37622036,"ТОВ "" ВВ-Профіт"""
37622036,"ТОВ ""ВВ-Профiт"""
37622036,"ТОВ ""ВВ-ПРОФIТ"""
37622434,"ТОВ ""ТВФ ""БРЕК"""
37622628,"КП ""Бердянськводоканал""БМР"
37622628,"КП Бердянськводоканал БГС"
37623925,"ТОВ ""Пульсар МК"""
37625079,"УПРАВЛІННЯ ДЕРЖАВНОЇ КАЗНАЧЕЙСЬКОЇ СЛУ"
37625079,"УК у Теребовл.р-ні/м.Теребовл./2201250"
37625079,"УК у Теребов.р-ні/ м.Теребовля 1101010"
37625079,"УК у Теребовл.р-ні/м. Теребовля/220125"
37625079,"УК у Тереб.р-ні с.Струсів с/р 11010100"
37625079,"УК Тереб. р-ні/Тереб. р-н/11011000"
37625079,"УК у Тереб р-н / с. Сороцьке/ 11010100"
37625079,"УК у Тереб.р-ні с.Струсів с\р 11010100"
37625079,"УК у Тереб. р-ні/ Тереб. р-н /22070000"
37625079,"УК в Тереб.р-ні/с.Зарваниця/11011000"
37625079,"УКу Теребов.р-ні/м.Теребовля/11010100"
37625079,"УК у Тереб.р-ні /с.Золотники/41020900"
37625079,"УК у Тереб.р-ні/Тереб. район/11011000"
37625079,"УК в Тереб.р-ні/с.Зарваниця/11010100"
37625079,"УК у Тереб.р-ні\м.Теребовля\   1101010"
37625173,"УДКСУ у Білогірському р-ні Хм.обл."
37625173,"УК у Бiлог.районi (смт.Бiл.)11010100"
37625173,"УК у Білог. р-ні/смт. Білогір'я/110101"
37625173,"УК у Бiлогiр р-нi смт.Бiлогiр""я 110101"
37625173,"УК у Білог. р-ні/ Білог.Р-н/11011000"
37625173,"УК у Бiлогiрському р-нi (Бiлог.р-н) 11"
37625173,"УК у Білог.р-ні (Білог.р-ні)22070000"
37625173,"УК у Бiлог.р-нi(Бiлог.р-н)11011000"
37625173,"УК у Бiлог.р-нi(Бiлог.р-н) 11011000"
37625173,"УК у Бiлог.р-нi(смтБiлог.)11010100"
37625173,"УДКСУ у Білогірському районі"
37625173,"УК у Бiлог.р-нi/смт Бiлог./22012500"
37625718,"ТОВ ""УКР ФАРМ"""
37626821,"УК у Ст.Виж. р-нi (Ст.Вижiвка 11011000"
37626821,"УКу Ст-Вижів..р-н/смт Ст-Вижва/1101010"
37626821,"УКуСтаров.р-нi(Старовиж.р-н)11011000"
37626821,"УДКСУ у Стар.р-нi (Сереховичi)11010100"
37626821,"УК у Ст.Вижiв.рн с.Буцин 11010100"
37626821,"УК у Старовижiвському р-нi"
37626821,"УК у  Ст.Вижів. рн/сщ.Стара Вижі/ 1101"
37626821,"УДКСУ у Стар.р-нi Ст.Вижiвка 11010100"
37626821,"УДКСУ у Стар.р-нi Стара Вижва 11010100"
37626821,"УДКСУ у Стар.р-н.(Ст.Вижiвка) 11010100"
37626821,"УДКСУ у Старовиж.р-нi Ст.Виж.11010100"
37626821,"Старов вiд Ратнiвської ОДПI (11011000)"
37626821,"УК у Старов.р-нi (Старов.р-н)11011000"
37626821,"УКА у Старов.р-нi(Старов. р-н и1101100"
37626821,"Ст. Вижi. рн /с Смiдин 11010100"
37626821,"УК у  Ст.р-н( Ст.р-н11011000 )"
37626821,"УК у  Старовиж.р-нi с. Солов'ї 1101010"
37626821,"Мiсцбюджет Старовижiвський р-н41035001"
37626821,"Старовижiвський район"
37626821,"УК у Ст.Вижі.рн/сщ.Стара Вижі/ 1801050"
37626821,"УК в Старови. рн/  Смiдин11010100"
37626821,"УКв Старовижiвський районi 11011000"
37626821,"УК у Ст.Вижi.рн/Ст.Вижiвсь.рн/22070000"
37626821,"УК у Ст.Вижiв. р-нi/с.Секунь/11010100"
37626821,"УДКСУ у Ст.р-ні Ст,В-ва 11010100"
37630780,"УДКСУ у Середино-Будському районі"
37630780,"УК у С-Будськом.р-н/Ромашкове/11010100"
37630780,"УК С-Будськом.р/Середина-Буда/11010100"
37630780,"УК С-Будськом р/Середино-Буда/11010100"
37630780,"УКуС-Будсь р-нi/С-Будськ р-н/11011000"
37630780,"УК С-Будськ.р/м. Середина-Буда/1101010"
37630780,"УК у С-Будськ.р-нi/Ст.Гута/41035003"
37630780,"УК у С-Будс.р-нi/С-Будс.р-н/11011000"
37630780,"УКуС-Будському р-нi/Ст-Гута/11010100"
37630780,"УК С-Будськ.р/С-Будський р-н/11011000"
37630780,"УК С-Будсько.р/С-Будський.р-н/11011000"
37630780,"УК у С-Будс.р-н/С-Будс.р-н/11011000"
37630780,"УК С-Будс.р/Зноб-Новгородське/11010100"
37630780,"УК у С-Будськ.р-нi/м.С-Буда/ 11010100"
37630780,"УК у С-Будськ р-н/С-Будс  р-н/11011000"
37630780,"УК С-Будськом.р Середина-Буда/11010100"
37630780,"УК у С-Будськ.р-нi/Зн.Новгор./41035003"
37630780,"УК м.С.Буда/11010100"
37630780,"С-Будське УК/м.С-Буда/11010100"
37630780,"УК у С-Будському р-нi/С-Буда/11010100"
37630780,"УК у С-Будс.р-н/Зн-Новгород./11010100"
37630780,"УК у С-Будськ.р-нi/С-Буда/41035003"
37630780,"УК у С-Будському р-н/м.С-Буда/11010100"
37630780,"УК С-Будськ р-ну/С-Будськ р-н/11011000"
37630780,"УК С.Будск.р-н/С.Буда/11010100"
37630780,"УК у С-Буд.район/С-Будськ.р/11011000"
37630780,"УКуС-Будськ.р-нi/С-Будськ.р-н/11011000"
37630780,"УКу С-Будськ. р-нi/С-Будськ.р/11011000"
37630780,"УК у С-Будськ р-нi/Уралове/11010100"
37630780,"УК у С-Будськ.р-нi/м.С-Буда/11010100"
37630780,"УК у С-Будсь.р-н/С-Будсь.р-н/11011000"
37630780,"УК у С-Буд.р-нi/С-Буд.р-н/11011000"
37630780,"УК С-Будського р/С-Будський р-н/110110"
37630780,"УК у С-Будському р/м.С-Буда/11010100"
37630780,"УК С-Будськ.р/Чернацьке/11010100"
37630780,"УК у С-Будськ.р-нi/Великобер./11010100"
37630780,"С-Будське УК/м.С-Буда/11011000"
37630780,"УК у С-Будськ.р-нi/С-Будс.р-н/22070000"
37631229,"Фiлiя ""КаланчацькаДЕД"""
37632128,"ТОВ ""ХЕРСОН ФАРМА-ОПТ"""
37632919,"ПП ""РЕМБУД-2603"""
37634649,"ТОВ ""АЛЬЯНС ЛІЗИНГ"""
37636913,"Ямпільський РМЦПМСД"
37636913,"Ямпiльський РМЦ ПМСД"
37638334,"НПП ""Верховинський"""
37638341,"Яблуницька  с/р 11010100"
37638341,"Перехреснянська  с/р 11010100"
37638341,"ГУДКС України в івано-Франківській обл"
37638341,"МБ селищна рада 11010100"
37638341,"Ясенiвська  с/р 11010100"
37638341,"ДБ Верховинського р-ну"
37638341,"Iльцiвська с/р 11010100"
37638341,"УК у Верховинському р-нi 11011000"
37638341,"ДБ Верховинського району 22070000"
37638341,"Гринява С/р"
37638341,"Гринявська   с/р 11010100"
37638341,"Зеленська  с/р 11010100"
37638341,"Голови  С/Р"
37638341,"МБ Верховинська с/р 11010100"
37638341,"УК у Верх.р-нi 11010100"
37638341,"УК у Верх.р-нi\Верховина\11010100"
37638341,"Красноїльська  с/р 11010100"
37638341,"Ясенiв С/р"
37638341,"УК у Верхов.р-нi /с.Верховина/11010100"
37638341,"Буковець с/р"
37638341,"МБ Верховина с/р 11011000 вiйс.збiр"
37638341,"ДБ Верховинського району"
37638341,"Кривополе  с/Р"
37638341,"УДКСУ в смт.Верховина 11010100"
37638341,"Красноiлля  с/р"
37638341,"Зелене с/р"
37638341,"УК у Верховинському р-нi 11011000   1."
37638341,"УК у Верхов.р-нi/Верховин.р./11011000"
37638341,"УК у Верхов.р-нi/с.Верховина/ 11010100"
37638341,"УПРАВЛІННЯ ДЕРЖАВНОЇ КАЗНАЧЕЙСЬКОЇ СЛУ"
37638341,"Криворiвнянська   с/р  11010100"
37638341,"УК у Верховинському р-нi 110101000"
37638341,"Довгопiльська  с/р  11010100"
37641677,"Держспоживінспекція України"
37641813,"ТОВ ""Kомпанія - СКС"""
37641918,"Укравтодор"
37642215,"ТОВ ""УТІЛІС ІННОТЕХ"""
37643585,"КЗ ""Марганецький ЦПМСД"""
37644877,"П-Хм.УК/с.Циблi/11011000"
37644877,"Пер.-Хм.УДКСУ код 11010100"
37644877,"Переяслав-Хмельницьке УДКСУ"
37644877,"Пер.-Хм.УК/Пер.-Хм.район/11011000"
37644877,"П-ХМ.УК/с.Циблi/11010100"
37644877,"Переяслав-Хм.УДКСУ Київської обл."
37644877,"Переяслав-Хм. УДКСУ в Київськiй обл."
37644877,"П-Хм.УК/м.П-Хм.1101100"
37644877,"П-Хм.УК с.Жовтневе  11010100"
37644877,"Переяслав-Хм. УДКСУ м. Пер.-Хм. 110101"
37644877,"П-Хм УК/П-Хм/11011000"
37644877,"П-Хм.УК/П-Хм/110110000"
37644877,"П-Хм УДКСУ П-Хмр-нКозлiвська с/р110101"
37644877,"Переяслав-Хм. УДКСУ м.Переяслав-Хм.110"
37644877,"П-Хм.УК/м.П-Хм/11010100"
37644877,"Пер-Хм. ГУ ДКСУ в Київськiй областi"
37644877,"П-ХМ УДКСУ П-Хмр-нКозлiвська с/р 11010"
37644877,"П.-Хм.УДКСУ м.П-Хм.11010100"
37644877,"Мiсцевий Переяслав-Хм.11010100"
37644877,"П.Хм.УДКСУ м.П.-Хм.11010100"
37644877,"Переяслав-Хм УК/Переяслав-Хм./11011000"
37644877,"Державний бюджет"
37644877,"Переяслав-Хм.УДКСУ у Київський обл"
37644877,"Пер.Хм.УДКСУм.Пер.ХМ.Шевч.с.р.11010100"
37644877,"УК у П-Хмел.р-ні/м.П-Хмельн/11010100"
37644950,"ПП "" ГАЗ-ТЕПЛО ПЛЮС """
37645289,"ТОВ ""СПАРМIЛЛ"""
37646209,"ТОВ ""Офiс Маркет Т"""
37647637,"КЗ""Чечельницький РЦПМСД"""
37647637,"КЗ Чечельницький РЦ ПМСД"
37647658,"УДКСУ у Чечельницькому районі"
37647658,"УК у Чечельн.р-нi/с.Ольгопiль/11010100"
37647658,"УК у Чечельн.р-нi/Чечельн.р-н/11011000"
37647658,"УК у Чеч.р-нi /Чечел.с/р/ 11010100"
37647658,"УК у Чечельн р-нi/Чечельн р-н/1101100"
37647658,"УК   у  Чечель. р-нi / Чечел.р-н/11011"
37647658,"УК у Чечельн р-ні (Чечельник сщ\р) 110"
37647658,"УК у Чеч. р-нi /смт.Чеч/ 11010100"
37647658,"УК уЧечельн. р-н/Чечельн.р-н /11011000"
37647658,"УК у Чеч р-нi /с. Червон Греб/11010100"
37647658,"УК у Чечельницькому р - нi /11011000"
37647658,"УК  у Чечельн  р-нi Чечельн с-р 110101"
37647658,"УК у Чечел.р-нi/смт.Чечельник11010100"
37647658,"УДКСУ у Чечельн р-н(Каташ с/р)41035003"
37647658,"УК у Чеч.р-нi/с-ще Чечельник/11010100"
37647658,"УКуЧечел р-нi//смт Чечел//110101000"
37647658,"УК у Чечельницькому районi (Чечельниць"
37647658,"УК у Чеч.р-нi /Ольг.с/р/ 11010100"
37647658,"УК у Чечельн. р-нi /Чечел р-н/11011000"
37647658,"УК у Чеч р-нi /с.б.камiнь/11010100"
37647658,"УК у Чечель. р-нi Бондурiвс. с-р. 1101"
37647658,"УК у Чечельн. р-нi /Чеч. р-н/ 11011000"
37647658,"УК у Чечел.р-н/смт Чечельник/11010100"
37647658,"УДКСУу Чечельн р-онЧечельникср11010100"
37647658,"УК у Чечельн.р-н/Чечельн.р-н/11011000"
37647658,"УК у Чеч.р-н /смт. Чечельник/11010100"
37647658,"УК у Чечел р-нi//смт Чечел//11011000"
37647658,"УКуЧечер р-нi//сОльгопол//11010100"
37647658,"УК у Чечельницькому районі (Чечельн. р"
37647658,"УК у Чеч.р-нi/Чечельн.р-н/11011000"
37647658,"УК у Чеч. рай./Чечельн.рай/1101100"
37647658,"УДК у Чечел. р-нi 11000 вiйс.збiр"
37647658,"УДКСУ у Чечел р-н(Чечел с-р)11010100"
37647658,"УК у Чечельн.р-нi/Чечельн.р-н/22010300"
37647658,"УК у Чечельн.р-н/с.Бондурiвка/11010100"
37647658,"УК у Чечельницькому районi/11011000"
37647658,"УК у 3Чеч р-нi (Чечел р-н)  11011000"
37647658,"УКу Чечельн.р-н/смтЧечельник/11010100"
37647658,"УК у Чечел.р-н/смт Чечельник 11010100"
37647658,"УК  у Чеч р-нi (с.Стратiївка 11010100)"
37647658,"УК у Чечельн./Чеч.сщ/р/,11010100"
37647658,"УДКСУ у Чеч.р-нi(Чечел с/р 11010100)"
37647658,"УК у Чечельн. р-нi /Чеч. р-н/11011000"
37647658,"УДКСУ у Чечельницькому р-нi (Чечельниц"
37647658,"УК у Чечельн р-нi/ с.Каташин/11010100"
37647658,"УК у Чечел.р-нi/Чечел.р-н/11011000"
37647658,"УК у Чечельниц.р-нi/с.Вербка/11010100"
37647658,"УК у Чечел.р-нi (Чечел.р-нi 11011000)"
37647658,"УК у Чечельн р-нi(с.Берiзки)11010100"
37647658,"УК у Чечельн.р-нi/Чеч.р-н/11011000"
37647658,"УК У чечельницькому р-нi (с. Любомирка"
37647658,"УК у Чечельницькому р-нi/с.Демiвка/110"
37647658,"УК у Чеч.р-ні /смт Чечельник/ 22012500"
37647658,"УКу Чечельн.р-нi/с.Тартак/11010100"
37647658,"УК у Чечельницькому р-нi 11011000"
37647658,"УК у Чечельн р-нi/Чечельн рн/ 11011000"
37647658,"УК у Чечель.р-нi/с.Ольгопiль/11010100"
37647658,"УК в Чечел р-нi Чечел р-н 11011000"
37647658,"УК у Чечельницьк р-нi/Чеч р-н/11011000"
37647658,"УК у Чечельниц.р-нi\с.Курен.\,11010100"
37647658,"УК у Чечельн.р-нi/Чечелр-н/11011000/"
37650084,"ТОВ ""СХIДАГРО"""
37650189,"ВДЗА у Новобузькому районі"
37650571,"Лубенський районний центр ПМСД"
37651224,"Нововоронцовська районна профсп.орган"
37654293,"ЛИПОВОДОЛИНСЬКИЙ РАЙОН 50040400"
37654293,"УК Л-Долинськ р./Л-Долинськ.р.11011000"
37654293,"УК у Л-Долин.р-н  Л-Долин.с/р 11010100"
37654293,"УК Л-Долин.р-ну Берест.с/р 11010100"
37654293,"УК Л-Долинськ.р/смт Л.Долина/11010100"
37654293,"УК у Л-Долин р-н Беєво с/р 11010100"
37654293,"УК Липоводолинський р.-ЛД.р.1101100"
37654293,"УК м.Л.Долина/11010100"
37654293,"Держбюджет 50040400"
37654293,"УК Л-Долинськ.р/Л-Долинськ.р 110111000"
37654293,"УК у Л-Долин р-н Синiвка с/р 11010100"
37654293,"УК Л.Долин.р/Липова Долина/11010100"
37654293,"УК у Л-Долин р-н Саї 11010100"
37654293,"УК Л-Долин.р/Липова Долина/22012500"
37654293,"УК Л-Долинськ.р/Л.Долинськ.р/11011000"
37654293,"УК Л.Долин.р-н Л-Долин.СР11010100"
37654293,"УК у Л-Долин р-н Берестiв с/р 11010100"
37654293,"УК Л-Долинськ.р/Л.Долинськ р./11010100"
37654293,"УК Л-Долинськ.р.Л-Долинськ.р.1101100"
37654293,"УК у Л-Долин р-н Русанiв с/р 11010100"
37654293,"УК Л.Долин. р-н Л.Долин. с/р 11011000"
37654293,"УК в Л.Дол Л.Дол инська с/Рада 1101010"
37654293,"УКу Л.Долин р-нiЛ.Долина с/рада 110101"
37654293,"УКЛ.Долинськ. р-н Л.Долин.с/р 11010100"
37654293,"УК Л.Дол.р.Л.Дол.р 11011000"
