"edrpou","name"
5517771,"ВКБ міськвиконкому"
5517771,"Вiддiл капiтального будiвництва"
5518747,"ПП""Хорольська механiзована пекарня"""
5519333,"ТОВ ""УПРАВЛІННЯ МЕХАНІЗАЦІЇ БУДІВНИЦТВ"
5519480,"КУ ""Сумська міськ.клінічна лікарня №1"""
5519847,"Одеська теплоелектроцентраль № 2"
5520684,"Боровківська сільська рада"
5520690,"Дмитрівська сільська рада"
5520709,"Степова сільрада"
5520715,"Новомиколаівська сільрада"
5520715,"Новомиколаївська сiльська рада"
5520744,"Виконком Довгинцiвської райради"
5520744,"Виконком Довгинцівської райради"
5520750,"Підгородненська міська рада"
5523406,"Iнститут захисту рослин НААН"
5523406,"ІЗР НААН"
5523688,"Городнянська ЖЕД"
5524251,"КВП ""КРАМАТОРСЬКИЙ ВОДОКАНАЛ"""
5524251,"КВП""КРАМАТОРСЬКИЙ ВОДОКАНАЛ"""
5524251,"КВП ""Краматорський водоканал"""
5526669,"ТОВ""ОлександрiйськеАгропроменерго"""
5528259,"ТОВ ""Плодоовоч-Уж"""
5530056,"Прилуцький міський Будинок культури"
5531587,"Вiддiл культури i туризму ДРДА"
5531587,"Відділ культури і туриз.Дубенської РДА"
5531593,"Володимирецька ЦС ПШБ"
5531647,"КУТОР  "" ТОБ для молодi """
5534367,"Відділ культури"
5534380,"Відділ культури, мистецтва і туризму"
5535473,"КЗ""База спецмедпостачання""ДОР"""
5535473,"КЗ ""БСМП""ДОР"""
5536047,"Новоайдарський проф.аграрний ліцей"
5536076,"""Днiпропетровський РЦПТО"""
5536076,"""Дніпропетровський РЦПТО"""
5536082,"Синельниківський профліцей"
5536113,"Мiжрегiональний центр профперепiдг. зв"
5536254,"Краснолиманське ПТУ"
5536403,"ДНЗ ""Житомирське ВПТУ"""
5536515,"ДНЗ ""Бердянський МПЛ"""
5536550,"ДНЗ ""Запорізьке ВПУСП"""
5536588,"ІФ ПЛ автотранспорту і будівництва"
5536604,"ДНЗ""Коломийський ПЛСП"""
5536604,"ДНЗ ""Коломийський ПЛСП"""
5536627,"ДНЗ ""Професійний ліцей м. Українки"""
5536923,"Вище професійне училище №20 м.Львова"
5536946,"Червоноградcький ПГБЛ"
5536952,"ЛВПУ дизайну та будівництва"
5536969,"ДНЗ""Новояворівське ВП училище"""
5537087,"Міжр.вище проф.уч.авт.тран.та буд."
5537207,"ДПТНЗ Нижанковицький професійний ліцей"
5537288,"ВПУ №21 м.Миколаєва"
5537354,"ДНЗ""ОДЕСЬКИЙ ПРОФ.ЛIЦ.МОР.ТРАНСП"""
5537354,"ДНЗ ""ОДЕСЬКИЙ ПРОФ.ЛІЦ.МОР.ТРАНСП."""
5537398,"ДНЗ ""Іллічівський проф.суднорем.ліцей"""
5537472,"ПТУ-27м.Лохвиця"
5537517,"ДНЗ ""Дубенське ВХПТУ"""
5537526,"ДПТНЗ ""Шосткинське ВПУ"""
5537555,"ДПТНЗ ""Конотопське ПТУ"""
5537590,"ДПТНЗ ""Недригайлівське ВПУ"""
5537839,"ДНЗ ""Черкаський ПАЛ"""
5537905,"Замглайське аграрне ПТУ"
5537905,"ДПТНЗ""Замглайське АПТУ"""
5537940,"ДПТНЗ Чернівецький ПЛАС"
5538033,"ДНЗ ""Канівське ВПУ"""
5538046,"ДНЗ ""ПТУ №38 м.Жашкова"""
5538052,"ДНЗ ""Черкаський ПЛ"""
5538081,"ДП ""МГ ""Стир"""
5538081,"ДП ""МИСЛИВСЬКЕ ГОСПОДАРСТВО ""СТИР"""
5538158,"ДП ""Звiрiвське МГ"""
5538158,"Держ.п-во ""Мисливське г-во""Звірівське"
5538750,"ПАТ ""Броварське АТП-13209"""
5538968,"КП""Гайсинтеплокомуненерго"""
5538980,"Бартеплокомуненерго"
5539695,"Полiська дослiдна станцiя ННЦ ""IГА iме"
5539962,"ІТМ НАНУ і ДКАУ"
5540008,"Інститут електронної фізики НАНУкраїни"
5540020,"ДУ ""ВІДДІЛЕННЯ ГІДРОАКУСТИКИ ІГФ НАНУ"""
5540066,"Інститут екології Карпат НАН України"
5540072,"Криворiзький ботанiчний сад НАН Україн"
5540072,"Криворізький ботанічний сад НАНУ"
5540095,"IППЕ НАН України"
5540149,"ІПС НАНУ"
5540250,"Київський будинок вчених НАН України"
5540310,"Дунайський біосферний заповідник НАНУ"
5540563,"КП Уманська стоматологічна поліклініка"
5540706,"Спец.констр.-технологiчне бюро з ДВ"
5540712,"ДДІФК і С"
5540965,"ВО Словтепломережа"
5541114,"ТОВ ""Мелiтопольськi тепловi мережi"""
5541120,"ПАТ ""Бердянське пiдприємство теплових"
5579849,"Червоноармійське МУВГ"
5583029,"Хлібодарська селищрада"
5583236,"Олександрiвська с/р Комiнтернiвського"
5587843,"КП ""ЖИТНІЙ РИНОК"""
5747991,"ВАТ ""СНВО iм. Фрунзе"""
5750295,"ПАТ ""ХТЗ"""
5750958,"Овiд.рай.дир.прац.освiти та науки Укра"
5752035,"ШМПО працiвник.освiти i науки"
5752041,"Л.Дол.Рада голiв профсп.прац.освiт"
5752070,"Райком профспiлки прац. освiти"
5753135,"РК профспiлка працiвникiв освiти"
5753543,"Високопiльська рада профспiл.прац.освi"
5753619,"Каховська райорганiзацiя профспiлки"
5753649,"Органiзацiя профспiлок"
5753804,"РК профспiлки освiти"
5753862,"Райком профспiлки працiвникiв освiти"
5754005,"Чемеровецький райкопрофспiлки освiти"
5754005,"Чемеровецький райком профспiлки (п/в)"
5754005,"Чемерiвцi рада проф.працiвн.освiти"
5754063,"Рада голiв проф. прац. освiти"
5754063,"Обл. рада профсп.прац. освiти"
5754092,"Профспiлка працiвникiв освiти i науки"
5754092,"Райпрофор.прац.освiти i науки."
5754092,"Тальнiвський РК профспiлки прац.осв."
5754092,"Обком прац.освiти i науки."
5754092,"Тальнiвська райпрофорганiз.прац.осв."
5754169,"Шполянська районна органiзацiя профспi"
5754264,"РК профвнески працiвникiв освiти i кул"
5754301,"Сосницький РК профспўлки"
5761850,"ПАТ""Лiнде Газ Украiна"""
5761850,"ПАТ ""ЛIНДЕ ГАЗ УКРАЇНА"""
5761850,"ПАТ "" Лiнде Газ Україна"""
5761850,"ПАТ""ЛІНДЕ ГАЗ УКРАЇНА"""
5761867,"ПАТ ""Пiвдентехгаз"""
5761873,"ПАТ""Львiвський хiмiчний завод"""
5761873,"ПАТ ""Львівський хімічний завод"""
5764593,"ПАТ ""БОРЕКС"""
5766362,"КД  Хiмiчний завод"
5785454,"ВАТ""Свеський насосний завод"""
5791532,"ТОВ Волинський автоцентр ""КамАЗ"""
5839888,"УКРIНБАНК"
5839888,"ПАТ ""УКРIНБАНК"""
5839888,"ПАТ Укрінбанк"
5839888,"ПАТ ""Укрінбанк"""
5839888,"ПАТ "" Укрiнбанк """
5839888,"ЦВ ПАТ ""Укрінбанк"", м.Житомир /"
5839888,"ДФ ПАТ ""Укрінбанк"""
5839888,"Дрогобицьке ЦВ ПАТ ""Укрінбанк"""
5839888,"ПАТ ""Український інноваційний банк"""
5839888,"ПАТ""Укрiнбанк"""
5839888,"ПАТ ""Укрiнбанк"""
5839888,"ПАТ ""Укрiнбанк"" м. Київ"
5839888,"ПАТ УКIНБАНК"
5839888,"Лановецьке вiддiлення Укрiнбанку"
5839888,"Чемеровецьке вiддiлення ПАТ ""Укрбанк"""
5839888,"ПАТ ""Укрiнбанк"" (вкл)"
5839888,"ПАТ""УКРIНБАНК"""
5839888,"Новодністровське відділення ПАТ ""Укрін"
5839888,"ПАТ Укрiнбанк"
5905616,"ПРАТ ""Видавництво""Закарпаття"""
5905740,"ПРАТ ""ВИДАВНИЦТВО ""ПОДІЛЛЯ"""
5907124,"Автобаза УС А ВР України"
5907124,"Автобаза УС Апарату ВР України"
5907124,"Автобаза УС Апарату Верховної Ради"
6596471,"Харкiвський РЦГМ"
6688078,"Солонцюватська сільська рада"
6688167,"Бобринецька СЗО школа-інтернат І-ІІст."
6688291,"Бобринецький РЦЗ"
6710659,"Глухівська міська держ.лікарня ветмед."
6710955,"Роменська районна рада"
6710955,"РОМЕНСЬКА РАЙОННА РАДА"
6711481,"КОРП Дрiбнооптовий СМР"
6711512,"Охтирська фiлiя ТОВ ""Брок-Енергiя"""
6712285,"ОКЗ Сумської облради ""ОІАЦМС м.Суми"""
6712285,"ПАТ КБ СФ Приватбанк"
6715645,"РЦСССДМ"
6716952,"ХРФ спiлка землевпорядникiв України"
6716952,"ХРФ Спiлки землевпорядникiв України"
6716952,"ХРВ спiлки землевпорядникiв України"
6952196,"Жмеринському МРЦЗ"
6952196,"ЖМЕРИНСЬКИЙ МIСЬКРАЙОННИЙ ЦЕНТР ЗАЙНЯТ"
6957383,"ТОВ ""Свiтанок"""
6959287,"ПАТ ""Будматеріли"""
7516184,"КЕВ м.Володимир-Волинський"
7571607,"Вiйськова частина А0177"
7571607,"В/ч А0177"
7631100,"В/ч А1877"
7641601,"В/ч А0415"
7641601,"В/ч А-0415"
7644539,"В/ч А2756"
7644539,"Вiйськова частина А2756"
7647992,"В/ч А2467"
7647992,"Вiйськова частина А2467"
7647992,"Військова частина А2467"
7652444,"В\Ч А0998"
7666794,"Вiйськова частина А 1119"
7668758,"Луганський обл.військовий комісаріат"
7686118,"В/ч А1603"
7686118,"Вiйськова частина А1603"
7686319,"В/ч А2788"
7686319,"Вiйськова частина А2788"
7694655,"Військова частина А2847"
7698400,"В/ч А0707"
7698400,"Вiйськова частина  А 0707"
7699476,"Військова частина А-3913"
7699476,"В/ч А3913"
7704709,"Тернопiльський ОВК"
7712436,"В/ч А2365"
7712436,"Вiйськова частина А 2365"
7721961,"В/ч А1587"
7721961,"ЗАГРУ Приватбанк"
7726579,"В/ч А1671"
7731345,"В/ч А2070"
7732858,"Військова частина А0598"
7732858,"В/ч А0598"
7735762,"В/ч А1065"
7739122,"Вiйськова частина А-2571"
7742609,"Івано-Франківський облвійськкомат"
7742822,"В/ч А3177"
7756801,"ДП ""Одеський авіаційний завод"""
7760151,"Новоград-Волинська КЕЧР"
7763043,"Військова частина А3013"
7764551,"В/ч А0508"
7773293,"ГВКГ"
7773293,".Головний військово-медичний кліничний"
7773293,"Голловний вiйськовий клiничний госпiт"
7774420,"Київський міський військ.комісарат"
7781101,"В/ч А3114"
7785381,"В/ч А4104"
7785381,"Вiйськова частина А4104"
7785381,"в/ч А4104"
7785381,"вiйськова частина А4104"
7792042,"В/ч А1556"
7794629,"В/ч А0853"
7805221,"Військова частина А 0666"
7806456,"В/ч А1880"
7816153,"Військ.мед.клініч.центр Центр. регіону"
7816153,"ВМКЦ ЦР"
7824230,"Вiйськова частина А 1519"
7834530,"НУОУ"
7852893,"В/ч А0796"
7873079,"Житомирський ОВК"
7873079,"Житомирський обласний військовий коміс"
7880688,"В/ч А1815"
7880837,"Вiйськова частина А3283"
7881676,"Вiйськова частина А3122"
7895615,"В/ч А2076"
7905262,"Факультет військової підготовки"
7905327,"В/ч А4127"
7923280,"КЕВ м.Харкiв"
7923280,"КЕВ м.Харків"
7930854,"Яворівська КЕЧ"
7931813,"В/ч А 3306"
7941533,"Вiськова частина  А1231"
7941533,"Військова  частина А1231"
7953401,"Вiйськова частина А 1352"
7953401,"В/ч А1352"
7953401,"Вiйськова частина А1352"
7953714,"В/ч А0139"
7962400,"В/ч А1594"
7972947,"В/ч А1789"
7972947,"в/ч А 1789"
7987044,"Вiйськова частина А1724"
7987044,"В/ч А1724"
8003386,"В/ч А2363"
8004581,"КЕВ м.Дніпропетровська"
8004581,"КЕВ м. Днiпропетровськ"
8007958,"Вiйськова частина А 0817"
8010185,"В/ч А1329"
8015857,"вiйськова частина А 4615"
8029523,"КЕВ м. Миколаїв"
8029523,"КЕВ м.Миколаїв"
8033772,"Старицький ВЛ ДП""Iвано-Франківський ВЛ"
8038284,"КЕВ м. Одеси"
8047588,"В/ч А1047"
8066493,"В/ч А3730"
8076304,"В/ч А2622"
8081972,"Військова частина А0807"
8088626,"В/ч А1744"
8088626,"Вiйськова частина А1744"
8108487,"10 ХЦ"
8113086,"Військова частина А2326"
8113086,"Вiйськова частина А2326"
8129696,"Київський військовий ліцей ім.І.Богуна"
8133255,"Військова частина А3309"
8133255,"В/ч А3309"
8138347,"В/ч А0202"
8140309,"В/ч А 2920"
8140309,"ВЧ А 2920"
8152347,"В/ч А1414"
8152347,"Вiйськова частина А1414"
8153571,"Вiйськова частина А1964"
8160298,"В/ч А1978"
8160677,"ВМКЦ ЗР"
8164149,"В/ч А1559"
8164681,"Відділ НС, ЦЗН, ВПО Конотопської МР"
8166355,"Харкiвський обласний вiйськовий комiса"
8173042,"В/ч А3814"
8180776,"Військова частина А4150"
8180776,"В/ч А4150"
8190661,"Чернiгiвський лiцей з ПВФП"
8196988,"Херсонський ОВК"
8199969,"ВМКЦ Пiвденного регiону"
8200342,"Вiйськова частина А4176"
8202826,"Хмельницький ОВК"
8208941,"Вiйськова частина А 1451"
8208941,"В/ч А 1451"
8209107,"В/ч А2007"
8209107,"Вiйськова частина А 2007"
8248877,"ДП ""ХМЗ"""
8252600,"Вiйськова частина А4167"
8252600,"В/ч А4167"
8252623,"ДП ""БАЛАКЛІЙСЬКИЙ РЕМОНТ. ЗАВОД"""
8267926,"В/Ч А-2167"
8272152,"Вiйськова частина А4558"
8275883,"В/ч А3258"
8294952,"КЕВ м. Херсона"
8299180,"Миколаївський ОВК"
8300500,"45 ГБО"
8302611,"В/ч А4245"
8320218,"КЕВ м. Вінниця"
8320218,"КЕВ м.Вінниця"
8351733,"КЕВ м. Чернігів"
8351733,"КЕВ м.Чернiгiв"
8353525,"Дніпропетровський ОВК"
8362793,"Вiнницьк.обласн.вiйськовий комiсарiат"
8362793,"Він.обл.військовий комісаріат"
8362793,"Військовий комісаріат"
8371339,"Центр МР та СЛ ""Трускавецький"""
8377170,"КЕВ м.Полтава"
8381154,"Військова частина А3750"
8392525,"В/ч А1979"
8404501,"Фiлiя ДП МОУ ""Укрвiйскбуд"""
8410370,"Академія СВ ім.гет.П.Сагайдачного"
8410370,"Академія сухопупних військ"
8410861,"Закарпатський ОВК"
8410861,"Зак.обл.вiйськовий комiсарiат"
8412340,"Львівський обласний військовий комісар"
8412340,"Львівський ОВК"
8434904,"В/ч А3336"
8454137,"В/ч А2042"
8462912,"Вiйськова частина А 3267"
8462912,"В/ч А3267"
8474967,"Військова частина А0284"
8482599,"ЦКВС ""Хмільник"" (в/ч А1168)"
8486433,"В/ч А1564"
8492505,"КЕВ м.Житомир"
8495260,"Вiйськова частина А 4554"
8497649,"вiйськова частина А2502"
8497649,"В/ч А2502"
8497649,"В/ч А 2502"
8501380,"В/ч А1604"
8502014,"В/ч А1356"
8506791,"Центральний спортивний клуб ЗС України"
8509140,"***15479"
8536958,"Чернігівський ОВК"
8540730,"Вiйськова частина А0981"
8540730,"АБ ""Укргазбанк"""
8540799,"В/Ч А0549"
8541051,"КЕВ м.Кіровоград"
8562565,"Ладижинська виправна колонiя №39"
8562565,"Ладижинська виправна колонія №39"
8562571,"ПIЩАНСЬКАаВИПРАВНАаКОЛОНIЯа№59аааааааа"
8562571,"Піщанська виправна колонія № 59"
8562594,"ВВК №86"
8562602,"Вiнницька УВП №1"
8562602,"ВУВП (№1)"
8562625,"Літинська ВК №123"
8562625,"Лiтинська виправна колонiя №123"
8562654,"УДПтСУ у Волинській області"
8562660,"Маневицька ВК УДПтСУ у Вол.обл. (№42)"
8562677,"Ковельська ВК УДПтСУ у Вол.обл."
8562683,"Луцький СІЗО УДПтСУ у Вол.обл."
8562832,"Старобiльський слiдчий iзолятор"
8562909,"Дніпропетровська виправна колонія(№89)"
8562909,"Днiпропетровська виправна колонiя(№89)"
8562915,"Криворiзька виправна колонiя (№80)"
8562915,"Криворізька виправна колонія (№80)"
8562921,"Солонянська виправна колонія №21"
8562921,"Солонянська виправна колонiя №21"
8562938,"УДПтСУ у Дніпропетровській області"
8562950,"Жовтоводська виправна колонiя (№ 26)"
8562950,"Жовтоводська виправна колонія (№26)"
8562950,"Жовтоводська виправна колонiя ( №26 )"
8562950,"Жовтоводська ВК(№26)"
8562967,"Днiпродзержинська виправна колонiя №34"
8562967,"Дніпродзержинська виправна колонія №34"
8562967,"Дн-жинська виправна колонiя №34"
8562973,"Софiївська виправна колонiя УДПтСУ у Д"
8562973,"Софіївська виправна колонія (№45)"
8562989,"Синельниківська виправна колонія (№94)"
8562989,"Синельникiвська виправна колонiя (№94)"
8563027,"ІВЦ УДПтСУ у Дн-вській обл. (№133)"
8563027,"IВЦ №133"
8563027,"Iгренська виправна колонiя (№133)"
8563027,"IВЦ УДПтСУ у Днiпр-ськiй обл.(№133)"
8563079,"Управління ДПтС України в Донецькій об"
8563091,"Дзержинська виправна колонiя № 2"
8563197,"Марiупольський ВЦ УДПтСУ в Д/о (№138)"
8563323,"ЖВК (№4)"
8563323,"ЖВК  №4"
8563352,"Райківська ВК (№73)"
8563369,"Житомирська УВПУДПтСУ в Житом.обл(№8)"
8563369,"Житомирська УВП (№8)"
8563441,"Закарпатська УВП №9 ВДПтСУ в Зак.обл."
8563487,"Управлiння ДПтСУ в Зап.обл."
8563493,"Вiльнянська  виправна колонiя (№20)"
8563493,"Вiльнянська ВК-20"
8563501,"Софiївська виправна колонiя (№55)"
8563501,"Софіївська виправна колонія (№ 55)"
8563518,"Бердянська виправна колонія (№ 77)"
8563518,"Бердянська виправна колонiя (№ 77)"
8563518,"Бердянська виправна колонiя № 77"
8563530,"Біленьківська виправна колонія (№ 99)"
8563553,"Запорізький слідчий ізолятор"
8563560,"Кам'янська виправна колонія (№ 101)"
8563613,"Коломийська виправна колонiя (№41)"
8563613,"Коломийська ВК №41"
8563659,"УДПтСУ в м.Києві та Київській області"
8563671,"БВК №85"
8563688,"Березанська виправна колонiя (№95)"
8563688,"Березанська виправна колонія (№95)"
8563694,"Київський СІЗО"
8563719,"БВК №119 УДПтСУ"
8563725,"Iрпiнський виправний центр  № 132"
8563731,"АТГ ГУ МВС України в Київській області"
8563777,"Кіровоградська виправна колонія (№6)"
8563777,"Кiровоградська виправна колонiя №6"
8563777,"АБ ""УКРГАЗБАНК"""
8563783,"Кіровоградська УВП(№14)"
8563783,"Кiровоградський слiдчий iзолятор"
8563808,"Петрiвська виправна колонiя №49"
8563918,"Дрогобицька виправна колонія (№40)"
8563932,"Личаківська виправна колонія (№30)"
8563961,"Самбірський виправний центр (№121)"
8563978,"Львівська УВП  ( №19)"
8563990,"Держівська виправна колонія (№ 110)"
8564021,"УДПтСУ в Миколаївській області"
8564038,"Арбузинська ВК№83"
8564038,"Арбузинська виправна колонія №83"
8564050,"Вознесенська виправна колонія (№ 72)"
8564050,"Вознесенська виправна колонiя (№ 72)"
8564073,"Ольшанська ВК №53"
8564110,"УДПтСУ в Одеській області"
8564133,"Пiвденна виправна колонiя (№ 51)"
8564251,"Машівська виправна колонія ( №9)"
8564268,"Божковська ВК УДПСУ в Полт.обл.№16"
8564268,"Цiльовi зарахування Божковської ВК №16"
8564274,"Кременчуцька виправна колонія (№69)"
8564280,"Кременчуцька виховна колонія"
8564280,"Кременчуцька виховна колонiя"
8564297,"Полтавська УВП (№23)"
8564311,"Надержинщинська ВК УДПтСУ(№65)"
8564311,"Надержинщинська виправна колонiя №65"
8564328,"Крюковська ВК УДПСУ (№29)"
8564328,"Крюковська виправна колонія №29"
8564328,"Цiльовi зарахування Крюковської ВК №29"
8564357,"УДПтСУ в Рівненській області"
8564363,"Катеринiвська виправна колонiя (46)"
8564370,"Полицька виправна колонiя №76"
8564370,"Полицька виправна колонiя № 76"
8564386,"Городищенська виправна колонiя (№96)"
8564386,"Городищенська ВК №96"
8564400,"Рiвненський слiдчий iзолятор"
8564452,"УДПтСУ в Тернопільській області"
8564469,"Збаразька виправна колонія (№63)"
8564481,"УВП (№26)"
8564481,"Чортківське УВП (26)"
8564481,"Чортківське УВП (№26)"
8564512,"УДПтСУ в Харківській області"
8564541,"Олексiївська виправна колонiя №25"
8564558,"Харківська виправна колонія №43"
8564564,"Качанiвська виправна колонiя (№54)"
8564570,"Курязька ВК iменi А.С.Макаренка УДПтСУ"
8564587,"Харківська установа виконання покарань"
8564601,"Балаклійський виправний центр (№106)"
8564618,"Жовтневська виправна колонiя (№17)"
8564653,"УДПтСУ в Херсонській області"
8564663,"Голопристанська виправна колонія (№ 7)"
8564663,"Голопристанська виправна колонiя (№ 7)"
8564682,"Херсонська виправна колонія (№ 61)"
8564682,"Херсонська ВК №61"
8564699,"Північна виправна колонія (№ 90)"
8564699,"Пiвнiчна виправна колонiя № 90"
8564699,"АТ ""Державний ощадний банк України"""
8564707,"Херсонський слідчий ізолятор"
8564713,"Білозерська виправна колонія (№ 105)"
8564713,"Бiлозерська виправна колонiя (№105)"
8564765,"РАЙКІВЕЦЬКА ВИПРАВНА КОЛОНІЯ (№78)"
8564794,"Хмельницький слiдчий iзолятор"
8564794,"Хмельницький слідчий ізолятор"
8564848,"УДПтС України в Черкаській області"
8564854,"ЧВК №62 УДПтСУ в Черкаській області"
8564854,"Черкаська виправна колонiя № 62"
8564892,"Уманська ВК №129"
8564937,"УДПТСУ в Чернігівській області"
8564943,"Чернігівська виправна колонія № 44"
8564957,"Прилуцька виховна колонія"
8564966,"Чернігівський слідчий ізолятор"
8564972,"Новгород-Сіверська УВП (№31)"
8565026,"Сокирянська виправна колонiя(№67)"
8565026,"Сокирянська виправна колонія №67"
8565026,"Сокирянська ВК(№67)"
8565078,"Роменська виправна колонiя (№56)"
8565078,"Роменська виправна колонія (№ 56)"
8565109,"Конотопський виправний центр №130"
8565109,"Конотопський виправний центр (№130)"
8565109,"Конотопський виправний центр(№130)"
8565115,"Сумська виправна колонiя ( № 116 )"
8565115,"Сумська виправна колонія (№ 116)"
8565115,"Сумська виправна колонiя (№116)"
8571096,"ХНУВС"
8571096,"Харкiвський нац.унiв.внутр.справ"
8571096,"Харькiвський нац.унiверс.внутр.справ"
8571340,"ЛДУ БЖД"
8571446,"Дніпропетровський ДУ ВС"
8571446,"Днiпропетровськ.унiв.внутрiшнiх справ"
8571802,"Дніпродзержинське училище ППП ДКВСУ"
8571883,"ЗУПППМ ГУМВС Укр. в Запорізькій обл."
8575616,"Городоцький виправний центр (№131)"
8575616,"Городоцький ВЦ-131"
8576550,"Вiнницьке КП ""СМЕД ОДР"""
8588576,"АРЗ СП УДСНС України у Волинській обл."
8588576,"Аварiйно-рятувальний загiн СП УДСНС"
8588599,"АРЗ СП ГУ ДСНС У у Луганській області"
8588599,"АРЗ СП ГУ ДСНС у Луганськiй областi"
8588688,"Аварiйно-рятувальний загiн спец.призн."
8588725,"АРЗ СП У ДСНС в Ів-Франківській обл."
8588725,"АРЗ СП У ДСНС Укр. в Iвано-Франк. обл."
8588791,"АРЗСП У ДСНС України у Кіровоград.обл."
8588791,"Аварiйно-рятувальний загiн спец.призна"
8588837,"ЗТС ГУ ДСНС України у Львівській обл."
8588837,"ЗТС ГУ ДСНС України у Львівській облас"
8588932,"ЗТС У ДСНС України у Сумській обл."
8588955,"АРЗ СП У ДСНС України"
8588990,"АРЗ СП ГУ ДСНСУ у Херсонській області"
8588990,"УК у м Херсонi /м Херсон/11010100"
8592106,"УМВС України у Вінницькій області"
8592106,"УМВС Укр.у Вiнн.обл."
8592112,"УМВС України у Волинській області"
8592129,"ГУМВС України у Луганськiй областi"
8592141,"ГУМВС Укращни в Днчпропетровськчй обл."
8592158,"ГУМВС України в Донецькій області"
8592170,"УМВС України в Закарпатській області"
8592187,"ГУМВС України в Запорізькій області"
8592187,"ГУМВС України в Запорiзькiй областi"
8592193,"УМВС України в Івано-Франківській обл."
8592224,"УМВС України в Кіров"
8592224,"УМВС України в Кіровоградській обл."
8592224,"УМВС України   в Кіровоградській обл."
8592247,"ГУМВСУ у Львівській області"
8592253,"УМВС України в Миколаївській області"
8592268,"ГУМВС України в Одеській області"
8592276,"УМВС України в Полтавській області"
8592276,"УМВС України  в Полтавській області"
8592299,"УМВС України в Сумськiй областi"
8592307,"УМВСУ в Тернопільській області"
8592307,"УМВС України в Тернопільській області"
8592313,"ГУМВС України в Харківській області"
8592322,"УМВС України в Херсонській області"
8592322,"УМВС України в Херсонській обл."
8592336,"УМВСУ в Хмельницькiй областi"
8592365,"УМВС Украiни в Чернiгiвськiй областi"
8592365,"УМВС України в Чернiгiвськiй областi"
8592371,"УМВС України в Чернівецькій області"
8592537,"УМВС України в Черкаськiй областi"
8594507,"Цуманс. вип. кол..УДПСУуВол. обл.№84"
8594654,"Снігурівська виправна колонія (№5)"
8594654,"СНІГУРІВСЬКА ВИПРАВНА КОЛОНІЯ (№5)"
8594759,"ІВК УДПтСУ у Хмельницькій обл. (№31)"
8596825,"УДСО при УМВС України у Вінницькій обл"
8596825,"УДСО при УМВС України у Він.області"
8596825,"УДСО при УМВС України у Вiн.обл."
8596825,"УДСО при УМВС України"
8596825,"Уп.Держ.служ.ох.при УМВС Укр.у Вiн.обл"
8596825,"УДСО при УМВС"
8596825,"УДСО при УМВС України у Вiнницькiй обл"
8596825,"УДСО прп УМВС"
8596825,"Управлiння Державної служби охорони пр"
8596825,"УДОС при УМВС України в Вiнницькiй"
8596831,"УДСО при ГУМВС України в Луганськiй об"
8596848,"ВДСОприУМВС України уВол.обл."
8596848,"ВДСО при УМВС УКРАЇНИ у Волинській обл"
8596848,"ВДСО при УМВС україни у Вол. областi"
8596848,"Вiддiл держ.служби охорони при УМВС Ук"
8596848,"ВДСО при УМВС України у Волинській обл"
8596848,"ВДСО при УМВС України у Вол.областi"
8596848,"ВДСО при  УМВС України у  Волинськiй о"
8596848,"ВДСО при УМВС України у Волинський обл"
8596848,"ВДСО при  УМВС України у Волинській об"
8596848,"Вiддiл Держ.служби охорони при УМВС"
8596848,"ВДСО при УМВС України у Волинськiй обл"
8596854,"УДСО при ГУМВС України в Дн-вській обл"
8596854,"Упр.Держ.служби охорони при ГУМВС Укра"
8596854,"Управ держслужби охорони при ГУМВС"
8596854,"УДСО при ГУМВС України в Дн-вської об"
8596854,"УДСО при ГУМВС України Дн-петровськой"
8596854,"УДСО при ГУМВС України в Днiпропетров"
8596854,"УДСО при ГУМВС України в Днiпр.обл."
8596854,"УДСО при ГУМВС України в Дн-ськiй обл."
8596854,"УДС охор.при ГУМВС Укр. в Дн-вськ обл."
8596877,"ВДСО-Бердичів"
8596877,"УДСО при УМВСУ в Житомирськiй обл."
8596877,"УДСО при УМВС України в Жит. обл."
8596877,"УДСО при УМВСУ в Жит. обл."
8596877,"Упр. Держ.сл.ох.при УМВС"
8596877,"УДСО при УМВС України в Житомирськiй о"
8596877,"Упр.ДСО при УМВС в Житомирськiй обл"
8596883,"Управління Державної служби  охорони п"
8596883,"Управління Державної служби охорони пр"
8596883,"УДСО приУМВС України в Зак.обл."
8596883,"УДСО при УМВС України в Закарпатськiй"
8596883,"Управ.держав.охорони при УМВС Украiни"
8596883,"УДСО при УМВС України"
8596883,"Управлiння Державної служби охорони пр"
8596883,"УДСО при УМВС в Закарпат. обл."
8596891,"УДСО при ГУМВС України в Зап.обл."
8596891,"УДСО при ГУМВС Укр.Орджон.відділ в Зап"
8596908,"Управлiння ДСО в Iвано-Франкiвськiй об"
8596908,"УДСО при УМВС в Iвано-Фр. обл."
8596908,"Управ.Державної Служби Охорони"
8596908,"УДСО при УМВС в Iвано-Франкiвськiй обл"
8596908,"УДСО при УМВС України в Iв.-Франк.обл."
8596908,"УПРАВЛIННЯ ДЕРЖАВНОЇ СЛУЖБИ ОХОРОНИ ПР"
8596908,"УДСО при УМВС України в Iв.-Франкiвськ"
8596908,"УДСО при  УМВС України в Iв.Фр.обл."
8596908,"Управлiння держ.служби охорони при УМВ"
8596908,"Управлiння Державної служби Охорони пр"
8596914,"УДСО МиронiвськийМВДСО"
